site_id,lot_id,node,cell,covered
existing_site_4,lot_830,4G,cell_2,1
existing_site_4,lot_830,5G,cell_2,1
existing_site_4,lot_831,4G,cell_3,1
existing_site_4,lot_831,5G,cell_3,1
existing_site_4,lot_832,4G,cell_1,1
existing_site_4,lot_832,5G,cell_1,1
existing_site_4,lot_833,4G,cell_2,1
existing_site_4,lot_833,5G,cell_2,1
existing_site_4,lot_834,4G,cell_3,1
existing_site_4,lot_834,5G,cell_3,1
existing_site_4,lot_835,4G,cell_1,1
existing_site_4,lot_835,5G,cell_1,1
existing_site_4,lot_836,4G,cell_2,1
existing_site_4,lot_836,5G,cell_2,1
existing_site_4,lot_837,4G,cell_3,1
existing_site_4,lot_837,5G,cell_3,1
existing_site_4,lot_859,4G,cell_1,1
existing_site_4,lot_859,5G,cell_1,1
existing_site_4,lot_862,4G,cell_2,1
existing_site_4,lot_862,5G,cell_2,1
existing_site_4,lot_863,4G,cell_3,1
existing_site_4,lot_863,5G,cell_3,1
existing_site_4,lot_867,4G,cell_1,1
existing_site_4,lot_867,5G,cell_1,1
existing_site_4,lot_869,4G,cell_2,1
existing_site_4,lot_869,5G,cell_2,1
existing_site_4,lot_892,4G,cell_3,1
existing_site_4,lot_892,5G,cell_3,1
existing_site_4,lot_893,4G,cell_1,1
existing_site_4,lot_893,5G,cell_1,1
existing_site_4,lot_894,4G,cell_2,1
existing_site_4,lot_894,5G,cell_2,1
existing_site_4,lot_895,4G,cell_3,1
existing_site_4,lot_895,5G,cell_3,1
existing_site_4,lot_896,4G,cell_1,1
existing_site_4,lot_896,5G,cell_1,1
existing_site_4,lot_898,4G,cell_2,1
existing_site_4,lot_898,5G,cell_2,1
existing_site_4,lot_899,4G,cell_3,1
existing_site_4,lot_899,5G,cell_3,1
existing_site_4,lot_901,4G,cell_1,1
existing_site_4,lot_901,5G,cell_1,1
existing_site_4,lot_902,4G,cell_2,1
existing_site_4,lot_902,5G,cell_2,1
existing_site_4,lot_903,4G,cell_3,1
existing_site_4,lot_903,5G,cell_3,1
existing_site_4,lot_927,4G,cell_1,1
existing_site_4,lot_927,5G,cell_1,1
existing_site_4,lot_928,4G,cell_2,1
existing_site_4,lot_928,5G,cell_2,1
existing_site_4,lot_929,4G,cell_3,1
existing_site_4,lot_929,5G,cell_3,1
existing_site_4,lot_930,4G,cell_1,1
existing_site_4,lot_930,5G,cell_1,1
existing_site_4,lot_932,4G,cell_2,1
existing_site_4,lot_932,5G,cell_2,1
existing_site_4,lot_933,4G,cell_3,1
existing_site_4,lot_933,5G,cell_3,1
existing_site_4,lot_935,4G,cell_1,1
existing_site_4,lot_935,5G,cell_1,1
existing_site_4,lot_964,4G,cell_2,1
existing_site_4,lot_964,5G,cell_2,1
existing_site_5,lot_328,4G,cell_1,1
existing_site_5,lot_328,5G,cell_1,1
existing_site_5,lot_329,4G,cell_2,1
existing_site_5,lot_329,5G,cell_2,1
existing_site_5,lot_330,4G,cell_3,1
existing_site_5,lot_330,5G,cell_3,1
existing_site_5,lot_357,4G,cell_1,1
existing_site_5,lot_357,5G,cell_1,1
existing_site_5,lot_358,4G,cell_2,1
existing_site_5,lot_358,5G,cell_2,1
existing_site_5,lot_359,4G,cell_3,1
existing_site_5,lot_359,5G,cell_3,1
existing_site_5,lot_360,4G,cell_1,1
existing_site_5,lot_360,5G,cell_1,1
existing_site_5,lot_361,4G,cell_2,1
existing_site_5,lot_361,5G,cell_2,1
existing_site_5,lot_362,4G,cell_3,1
existing_site_5,lot_362,5G,cell_3,1
existing_site_5,lot_363,4G,cell_1,1
existing_site_5,lot_363,5G,cell_1,1
existing_site_5,lot_389,4G,cell_2,1
existing_site_5,lot_389,5G,cell_2,1
existing_site_5,lot_390,4G,cell_3,1
existing_site_5,lot_390,5G,cell_3,1
existing_site_5,lot_391,4G,cell_1,1
existing_site_5,lot_391,5G,cell_1,1
existing_site_5,lot_392,4G,cell_2,1
existing_site_5,lot_392,5G,cell_2,1
existing_site_5,lot_393,4G,cell_3,1
existing_site_5,lot_393,5G,cell_3,1
existing_site_5,lot_394,4G,cell_1,1
existing_site_5,lot_394,5G,cell_1,1
existing_site_5,lot_395,4G,cell_2,1
existing_site_5,lot_395,5G,cell_2,1
existing_site_5,lot_396,4G,cell_3,1
existing_site_5,lot_396,5G,cell_3,1
existing_site_5,lot_421,4G,cell_1,1
existing_site_5,lot_421,5G,cell_1,1
existing_site_5,lot_423,4G,cell_2,1
existing_site_5,lot_423,5G,cell_2,1
existing_site_5,lot_424,4G,cell_3,1
existing_site_5,lot_424,5G,cell_3,1
existing_site_5,lot_426,4G,cell_1,1
existing_site_5,lot_426,5G,cell_1,1
existing_site_5,lot_427,4G,cell_2,1
existing_site_5,lot_427,5G,cell_2,1
existing_site_5,lot_429,4G,cell_3,1
existing_site_5,lot_429,5G,cell_3,1
existing_site_5,lot_453,4G,cell_1,1
existing_site_5,lot_453,5G,cell_1,1
existing_site_5,lot_455,4G,cell_2,1
existing_site_5,lot_455,5G,cell_2,1
existing_site_5,lot_456,4G,cell_3,1
existing_site_5,lot_456,5G,cell_3,1
existing_site_5,lot_457,4G,cell_1,1
existing_site_5,lot_457,5G,cell_1,1
existing_site_5,lot_458,4G,cell_2,1
existing_site_5,lot_458,5G,cell_2,1
existing_site_5,lot_459,4G,cell_3,1
existing_site_5,lot_459,5G,cell_3,1
existing_site_5,lot_460,4G,cell_1,1
existing_site_5,lot_460,5G,cell_1,1
existing_site_5,lot_461,4G,cell_2,1
existing_site_5,lot_461,5G,cell_2,1
existing_site_5,lot_485,4G,cell_3,1
existing_site_5,lot_485,5G,cell_3,1
existing_site_5,lot_486,4G,cell_1,1
existing_site_5,lot_486,5G,cell_1,1
existing_site_5,lot_487,4G,cell_2,1
existing_site_5,lot_487,5G,cell_2,1
existing_site_5,lot_488,4G,cell_3,1
existing_site_5,lot_488,5G,cell_3,1
existing_site_5,lot_489,4G,cell_1,1
existing_site_5,lot_489,5G,cell_1,1
existing_site_5,lot_490,4G,cell_2,1
existing_site_5,lot_490,5G,cell_2,1
existing_site_5,lot_493,4G,cell_3,1
existing_site_5,lot_493,5G,cell_3,1
existing_site_5,lot_494,4G,cell_1,1
existing_site_5,lot_494,5G,cell_1,1
existing_site_5,lot_495,4G,cell_2,1
existing_site_5,lot_495,5G,cell_2,1
existing_site_5,lot_518,4G,cell_3,1
existing_site_5,lot_518,5G,cell_3,1
existing_site_5,lot_519,4G,cell_1,1
existing_site_5,lot_519,5G,cell_1,1
existing_site_5,lot_521,4G,cell_2,1
existing_site_5,lot_521,5G,cell_2,1
existing_site_5,lot_522,4G,cell_3,1
existing_site_5,lot_522,5G,cell_3,1
existing_site_5,lot_524,4G,cell_1,1
existing_site_5,lot_524,5G,cell_1,1
existing_site_5,lot_527,4G,cell_2,1
existing_site_5,lot_527,5G,cell_2,1
existing_site_5,lot_528,4G,cell_3,1
existing_site_5,lot_528,5G,cell_3,1
existing_site_5,lot_550,4G,cell_1,1
existing_site_5,lot_550,5G,cell_1,1
existing_site_5,lot_551,4G,cell_2,1
existing_site_5,lot_551,5G,cell_2,1
existing_site_5,lot_552,4G,cell_3,1
existing_site_5,lot_552,5G,cell_3,1
existing_site_5,lot_553,4G,cell_1,1
existing_site_5,lot_553,5G,cell_1,1
existing_site_5,lot_555,4G,cell_2,1
existing_site_5,lot_555,5G,cell_2,1
existing_site_5,lot_556,4G,cell_3,1
existing_site_5,lot_556,5G,cell_3,1
existing_site_5,lot_557,4G,cell_1,1
existing_site_5,lot_557,5G,cell_1,1
existing_site_5,lot_558,4G,cell_2,1
existing_site_5,lot_558,5G,cell_2,1
existing_site_5,lot_560,4G,cell_3,1
existing_site_5,lot_560,5G,cell_3,1
existing_site_5,lot_584,4G,cell_1,1
existing_site_5,lot_584,5G,cell_1,1
existing_site_5,lot_585,4G,cell_2,1
existing_site_5,lot_585,5G,cell_2,1
existing_site_5,lot_586,4G,cell_3,1
existing_site_5,lot_586,5G,cell_3,1
existing_site_5,lot_587,4G,cell_1,1
existing_site_5,lot_587,5G,cell_1,1
existing_site_5,lot_588,4G,cell_2,1
existing_site_5,lot_588,5G,cell_2,1
existing_site_5,lot_589,4G,cell_3,1
existing_site_5,lot_589,5G,cell_3,1
existing_site_5,lot_590,4G,cell_1,1
existing_site_5,lot_590,5G,cell_1,1
existing_site_5,lot_591,4G,cell_2,1
existing_site_5,lot_591,5G,cell_2,1
existing_site_5,lot_592,4G,cell_3,1
existing_site_5,lot_592,5G,cell_3,1
existing_site_5,lot_593,4G,cell_1,1
existing_site_5,lot_593,5G,cell_1,1
existing_site_5,lot_594,4G,cell_2,1
existing_site_5,lot_594,5G,cell_2,1
existing_site_5,lot_616,4G,cell_3,1
existing_site_5,lot_616,5G,cell_3,1
existing_site_5,lot_617,4G,cell_1,1
existing_site_5,lot_617,5G,cell_1,1
existing_site_5,lot_618,4G,cell_2,1
existing_site_5,lot_618,5G,cell_2,1
existing_site_5,lot_619,4G,cell_3,1
existing_site_5,lot_619,5G,cell_3,1
existing_site_5,lot_620,4G,cell_1,1
existing_site_5,lot_620,5G,cell_1,1
existing_site_5,lot_621,4G,cell_2,1
existing_site_5,lot_621,5G,cell_2,1
existing_site_5,lot_622,4G,cell_3,1
existing_site_5,lot_622,5G,cell_3,1
existing_site_5,lot_623,4G,cell_1,1
existing_site_5,lot_623,5G,cell_1,1
existing_site_5,lot_624,4G,cell_2,1
existing_site_5,lot_624,5G,cell_2,1
existing_site_5,lot_625,4G,cell_3,1
existing_site_5,lot_625,5G,cell_3,1
existing_site_5,lot_626,4G,cell_1,1
existing_site_5,lot_626,5G,cell_1,1
existing_site_5,lot_649,4G,cell_2,1
existing_site_5,lot_649,5G,cell_2,1
existing_site_5,lot_650,4G,cell_3,1
existing_site_5,lot_650,5G,cell_3,1
existing_site_5,lot_651,4G,cell_1,1
existing_site_5,lot_651,5G,cell_1,1
existing_site_5,lot_655,4G,cell_2,1
existing_site_5,lot_655,5G,cell_2,1
existing_site_5,lot_657,4G,cell_3,1
existing_site_5,lot_657,5G,cell_3,1
existing_site_5,lot_659,4G,cell_1,1
existing_site_5,lot_659,5G,cell_1,1
existing_site_5,lot_660,4G,cell_2,1
existing_site_5,lot_660,5G,cell_2,1
existing_site_5,lot_681,4G,cell_3,1
existing_site_5,lot_681,5G,cell_3,1
existing_site_5,lot_685,4G,cell_1,1
existing_site_5,lot_685,5G,cell_1,1
existing_site_5,lot_686,4G,cell_2,1
existing_site_5,lot_686,5G,cell_2,1
existing_site_5,lot_687,4G,cell_3,1
existing_site_5,lot_687,5G,cell_3,1
existing_site_5,lot_688,4G,cell_1,1
existing_site_5,lot_688,5G,cell_1,1
existing_site_5,lot_689,4G,cell_2,1
existing_site_5,lot_689,5G,cell_2,1
existing_site_5,lot_690,4G,cell_3,1
existing_site_5,lot_690,5G,cell_3,1
existing_site_5,lot_692,4G,cell_1,1
existing_site_5,lot_692,5G,cell_1,1
existing_site_5,lot_693,4G,cell_2,1
existing_site_5,lot_693,5G,cell_2,1
existing_site_5,lot_715,4G,cell_3,1
existing_site_5,lot_715,5G,cell_3,1
existing_site_5,lot_716,4G,cell_1,1
existing_site_5,lot_716,5G,cell_1,1
existing_site_5,lot_717,4G,cell_2,1
existing_site_5,lot_717,5G,cell_2,1
existing_site_5,lot_718,4G,cell_3,1
existing_site_5,lot_718,5G,cell_3,1
existing_site_5,lot_719,4G,cell_1,1
existing_site_5,lot_719,5G,cell_1,1
existing_site_5,lot_720,4G,cell_2,1
existing_site_5,lot_720,5G,cell_2,1
existing_site_5,lot_721,4G,cell_3,1
existing_site_5,lot_721,5G,cell_3,1
existing_site_5,lot_722,4G,cell_1,1
existing_site_5,lot_722,5G,cell_1,1
existing_site_5,lot_723,4G,cell_2,1
existing_site_5,lot_723,5G,cell_2,1
existing_site_5,lot_724,4G,cell_3,1
existing_site_5,lot_724,5G,cell_3,1
existing_site_5,lot_725,4G,cell_1,1
existing_site_5,lot_725,5G,cell_1,1
existing_site_5,lot_726,4G,cell_2,1
existing_site_5,lot_726,5G,cell_2,1
existing_site_5,lot_748,4G,cell_3,1
existing_site_5,lot_748,5G,cell_3,1
existing_site_5,lot_749,4G,cell_1,1
existing_site_5,lot_749,5G,cell_1,1
existing_site_5,lot_751,4G,cell_2,1
existing_site_5,lot_751,5G,cell_2,1
existing_site_5,lot_752,4G,cell_3,1
existing_site_5,lot_752,5G,cell_3,1
existing_site_5,lot_753,4G,cell_1,1
existing_site_5,lot_753,5G,cell_1,1
existing_site_5,lot_754,4G,cell_2,1
existing_site_5,lot_754,5G,cell_2,1
existing_site_5,lot_755,4G,cell_3,1
existing_site_5,lot_755,5G,cell_3,1
existing_site_5,lot_756,4G,cell_1,1
existing_site_5,lot_756,5G,cell_1,1
existing_site_5,lot_758,4G,cell_2,1
existing_site_5,lot_758,5G,cell_2,1
existing_site_5,lot_759,4G,cell_3,1
existing_site_5,lot_759,5G,cell_3,1
existing_site_5,lot_781,4G,cell_1,1
existing_site_5,lot_781,5G,cell_1,1
existing_site_5,lot_782,4G,cell_2,1
existing_site_5,lot_782,5G,cell_2,1
existing_site_5,lot_783,4G,cell_3,1
existing_site_5,lot_783,5G,cell_3,1
existing_site_5,lot_784,4G,cell_1,1
existing_site_5,lot_784,5G,cell_1,1
existing_site_5,lot_785,4G,cell_2,1
existing_site_5,lot_785,5G,cell_2,1
existing_site_5,lot_786,4G,cell_3,1
existing_site_5,lot_786,5G,cell_3,1
existing_site_5,lot_787,4G,cell_1,1
existing_site_5,lot_787,5G,cell_1,1
existing_site_5,lot_790,4G,cell_2,1
existing_site_5,lot_790,5G,cell_2,1
existing_site_5,lot_791,4G,cell_3,1
existing_site_5,lot_791,5G,cell_3,1
existing_site_5,lot_814,4G,cell_1,1
existing_site_5,lot_814,5G,cell_1,1
existing_site_5,lot_815,4G,cell_2,1
existing_site_5,lot_815,5G,cell_2,1
existing_site_5,lot_818,4G,cell_3,1
existing_site_5,lot_818,5G,cell_3,1
existing_site_5,lot_819,4G,cell_1,1
existing_site_5,lot_819,5G,cell_1,1
existing_site_5,lot_820,4G,cell_2,1
existing_site_5,lot_820,5G,cell_2,1
existing_site_5,lot_821,4G,cell_3,1
existing_site_5,lot_821,5G,cell_3,1
existing_site_5,lot_822,4G,cell_1,1
existing_site_5,lot_822,5G,cell_1,1
existing_site_5,lot_824,4G,cell_2,1
existing_site_5,lot_824,5G,cell_2,1
existing_site_5,lot_825,4G,cell_3,1
existing_site_5,lot_825,5G,cell_3,1
existing_site_5,lot_848,4G,cell_1,1
existing_site_5,lot_848,5G,cell_1,1
existing_site_5,lot_849,4G,cell_2,1
existing_site_5,lot_849,5G,cell_2,1
existing_site_5,lot_850,4G,cell_3,1
existing_site_5,lot_850,5G,cell_3,1
existing_site_5,lot_851,4G,cell_1,1
existing_site_5,lot_851,5G,cell_1,1
existing_site_5,lot_852,4G,cell_2,1
existing_site_5,lot_852,5G,cell_2,1
existing_site_5,lot_853,4G,cell_3,1
existing_site_5,lot_853,5G,cell_3,1
existing_site_5,lot_854,4G,cell_1,1
existing_site_5,lot_854,5G,cell_1,1
existing_site_5,lot_855,4G,cell_2,1
existing_site_5,lot_855,5G,cell_2,1
existing_site_5,lot_856,4G,cell_3,1
existing_site_5,lot_856,5G,cell_3,1
existing_site_5,lot_857,4G,cell_1,1
existing_site_5,lot_857,5G,cell_1,1
existing_site_5,lot_881,4G,cell_2,1
existing_site_5,lot_881,5G,cell_2,1
existing_site_5,lot_882,4G,cell_3,1
existing_site_5,lot_882,5G,cell_3,1
existing_site_5,lot_883,4G,cell_1,1
existing_site_5,lot_883,5G,cell_1,1
existing_site_5,lot_884,4G,cell_2,1
existing_site_5,lot_884,5G,cell_2,1
existing_site_5,lot_887,4G,cell_3,1
existing_site_5,lot_887,5G,cell_3,1
existing_site_5,lot_888,4G,cell_1,1
existing_site_5,lot_888,5G,cell_1,1
existing_site_5,lot_889,4G,cell_2,1
existing_site_5,lot_889,5G,cell_2,1
existing_site_5,lot_891,4G,cell_3,1
existing_site_5,lot_891,5G,cell_3,1
existing_site_5,lot_915,4G,cell_1,1
existing_site_5,lot_915,5G,cell_1,1
existing_site_5,lot_916,4G,cell_2,1
existing_site_5,lot_916,5G,cell_2,1
existing_site_5,lot_917,4G,cell_3,1
existing_site_5,lot_917,5G,cell_3,1
existing_site_5,lot_918,4G,cell_1,1
existing_site_5,lot_918,5G,cell_1,1
existing_site_5,lot_919,4G,cell_2,1
existing_site_5,lot_919,5G,cell_2,1
existing_site_5,lot_920,4G,cell_3,1
existing_site_5,lot_920,5G,cell_3,1
existing_site_5,lot_921,4G,cell_1,1
existing_site_5,lot_921,5G,cell_1,1
existing_site_5,lot_922,4G,cell_2,1
existing_site_5,lot_922,5G,cell_2,1
existing_site_5,lot_923,4G,cell_3,1
existing_site_5,lot_923,5G,cell_3,1
existing_site_5,lot_924,4G,cell_1,1
existing_site_5,lot_924,5G,cell_1,1
existing_site_5,lot_949,4G,cell_2,1
existing_site_5,lot_949,5G,cell_2,1
existing_site_5,lot_950,4G,cell_3,1
existing_site_5,lot_950,5G,cell_3,1
existing_site_5,lot_951,4G,cell_1,1
existing_site_5,lot_951,5G,cell_1,1
existing_site_5,lot_952,4G,cell_2,1
existing_site_5,lot_952,5G,cell_2,1
existing_site_5,lot_953,4G,cell_3,1
existing_site_5,lot_953,5G,cell_3,1
existing_site_5,lot_954,4G,cell_1,1
existing_site_5,lot_954,5G,cell_1,1
existing_site_5,lot_956,4G,cell_2,1
existing_site_5,lot_956,5G,cell_2,1
existing_site_5,lot_957,4G,cell_3,1
existing_site_5,lot_957,5G,cell_3,1
existing_site_5,lot_983,4G,cell_1,1
existing_site_5,lot_983,5G,cell_1,1
existing_site_5,lot_984,4G,cell_2,1
existing_site_5,lot_984,5G,cell_2,1
existing_site_5,lot_985,4G,cell_3,1
existing_site_5,lot_985,5G,cell_3,1
existing_site_5,lot_986,4G,cell_1,1
existing_site_5,lot_986,5G,cell_1,1
existing_site_5,lot_987,4G,cell_2,1
existing_site_5,lot_987,5G,cell_2,1
existing_site_5,lot_988,4G,cell_3,1
existing_site_5,lot_988,5G,cell_3,1
existing_site_5,lot_989,4G,cell_1,1
existing_site_5,lot_989,5G,cell_1,1
existing_site_5,lot_1017,4G,cell_2,1
existing_site_5,lot_1017,5G,cell_2,1
existing_site_5,lot_1018,4G,cell_3,1
existing_site_5,lot_1018,5G,cell_3,1
existing_site_5,lot_1019,4G,cell_1,1
existing_site_5,lot_1019,5G,cell_1,1
existing_site_5,lot_1020,4G,cell_2,1
existing_site_5,lot_1020,5G,cell_2,1
existing_site_5,lot_1022,4G,cell_3,1
existing_site_5,lot_1022,5G,cell_3,1
existing_site_5,lot_1023,4G,cell_1,1
existing_site_5,lot_1023,5G,cell_1,1
existing_site_5,lot_1052,4G,cell_2,1
existing_site_5,lot_1052,5G,cell_2,1
existing_site_5,lot_1054,4G,cell_3,1
existing_site_5,lot_1054,5G,cell_3,1
existing_site_5,lot_1055,4G,cell_1,1
existing_site_5,lot_1055,5G,cell_1,1
existing_site_5,lot_1056,4G,cell_2,1
existing_site_5,lot_1056,5G,cell_2,1
existing_site_5,lot_1089,4G,cell_3,1
existing_site_5,lot_1089,5G,cell_3,1
existing_site_6,lot_1,4G,cell_1,1
existing_site_6,lot_1,5G,cell_1,1
existing_site_6,lot_2,4G,cell_2,1
existing_site_6,lot_2,5G,cell_2,1
existing_site_6,lot_3,4G,cell_3,1
existing_site_6,lot_3,5G,cell_3,1
existing_site_6,lot_4,4G,cell_1,1
existing_site_6,lot_4,5G,cell_1,1
existing_site_6,lot_6,4G,cell_2,1
existing_site_6,lot_6,5G,cell_2,1
existing_site_6,lot_9,4G,cell_3,1
existing_site_6,lot_9,5G,cell_3,1
existing_site_6,lot_10,4G,cell_1,1
existing_site_6,lot_10,5G,cell_1,1
existing_site_6,lot_11,4G,cell_2,1
existing_site_6,lot_11,5G,cell_2,1
existing_site_6,lot_12,4G,cell_3,1
existing_site_6,lot_12,5G,cell_3,1
existing_site_6,lot_14,4G,cell_1,1
existing_site_6,lot_14,5G,cell_1,1
existing_site_6,lot_16,4G,cell_2,1
existing_site_6,lot_16,5G,cell_2,1
existing_site_6,lot_17,4G,cell_3,1
existing_site_6,lot_17,5G,cell_3,1
existing_site_6,lot_18,4G,cell_1,1
existing_site_6,lot_18,5G,cell_1,1
existing_site_6,lot_34,4G,cell_2,1
existing_site_6,lot_34,5G,cell_2,1
existing_site_6,lot_36,4G,cell_3,1
existing_site_6,lot_36,5G,cell_3,1
existing_site_6,lot_37,4G,cell_1,1
existing_site_6,lot_37,5G,cell_1,1
existing_site_6,lot_38,4G,cell_2,1
existing_site_6,lot_38,5G,cell_2,1
existing_site_6,lot_40,4G,cell_3,1
existing_site_6,lot_40,5G,cell_3,1
existing_site_6,lot_41,4G,cell_1,1
existing_site_6,lot_41,5G,cell_1,1
existing_site_6,lot_43,4G,cell_2,1
existing_site_6,lot_43,5G,cell_2,1
existing_site_6,lot_44,4G,cell_3,1
existing_site_6,lot_44,5G,cell_3,1
existing_site_6,lot_45,4G,cell_1,1
existing_site_6,lot_45,5G,cell_1,1
existing_site_6,lot_46,4G,cell_2,1
existing_site_6,lot_46,5G,cell_2,1
existing_site_6,lot_48,4G,cell_3,1
existing_site_6,lot_48,5G,cell_3,1
existing_site_6,lot_49,4G,cell_1,1
existing_site_6,lot_49,5G,cell_1,1
existing_site_6,lot_50,4G,cell_2,1
existing_site_6,lot_50,5G,cell_2,1
existing_site_6,lot_51,4G,cell_3,1
existing_site_6,lot_51,5G,cell_3,1
existing_site_6,lot_52,4G,cell_1,1
existing_site_6,lot_52,5G,cell_1,1
existing_site_6,lot_67,4G,cell_2,1
existing_site_6,lot_67,5G,cell_2,1
existing_site_6,lot_68,4G,cell_3,1
existing_site_6,lot_68,5G,cell_3,1
existing_site_6,lot_69,4G,cell_1,1
existing_site_6,lot_69,5G,cell_1,1
existing_site_6,lot_70,4G,cell_2,1
existing_site_6,lot_70,5G,cell_2,1
existing_site_6,lot_71,4G,cell_3,1
existing_site_6,lot_71,5G,cell_3,1
existing_site_6,lot_74,4G,cell_1,1
existing_site_6,lot_74,5G,cell_1,1
existing_site_6,lot_75,4G,cell_2,1
existing_site_6,lot_75,5G,cell_2,1
existing_site_6,lot_77,4G,cell_3,1
existing_site_6,lot_77,5G,cell_3,1
existing_site_6,lot_79,4G,cell_1,1
existing_site_6,lot_79,5G,cell_1,1
existing_site_6,lot_80,4G,cell_2,1
existing_site_6,lot_80,5G,cell_2,1
existing_site_6,lot_81,4G,cell_3,1
existing_site_6,lot_81,5G,cell_3,1
existing_site_6,lot_82,4G,cell_1,1
existing_site_6,lot_82,5G,cell_1,1
existing_site_6,lot_83,4G,cell_2,1
existing_site_6,lot_83,5G,cell_2,1
existing_site_6,lot_84,4G,cell_3,1
existing_site_6,lot_84,5G,cell_3,1
existing_site_6,lot_100,4G,cell_1,1
existing_site_6,lot_100,5G,cell_1,1
existing_site_6,lot_101,4G,cell_2,1
existing_site_6,lot_101,5G,cell_2,1
existing_site_6,lot_102,4G,cell_3,1
existing_site_6,lot_102,5G,cell_3,1
existing_site_6,lot_103,4G,cell_1,1
existing_site_6,lot_103,5G,cell_1,1
existing_site_6,lot_104,4G,cell_2,1
existing_site_6,lot_104,5G,cell_2,1
existing_site_6,lot_105,4G,cell_3,1
existing_site_6,lot_105,5G,cell_3,1
existing_site_6,lot_106,4G,cell_1,1
existing_site_6,lot_106,5G,cell_1,1
existing_site_6,lot_108,4G,cell_2,1
existing_site_6,lot_108,5G,cell_2,1
existing_site_6,lot_109,4G,cell_3,1
existing_site_6,lot_109,5G,cell_3,1
existing_site_6,lot_110,4G,cell_1,1
existing_site_6,lot_110,5G,cell_1,1
existing_site_6,lot_111,4G,cell_2,1
existing_site_6,lot_111,5G,cell_2,1
existing_site_6,lot_112,4G,cell_3,1
existing_site_6,lot_112,5G,cell_3,1
existing_site_6,lot_114,4G,cell_1,1
existing_site_6,lot_114,5G,cell_1,1
existing_site_6,lot_116,4G,cell_2,1
existing_site_6,lot_116,5G,cell_2,1
existing_site_6,lot_117,4G,cell_3,1
existing_site_6,lot_117,5G,cell_3,1
existing_site_6,lot_118,4G,cell_1,1
existing_site_6,lot_118,5G,cell_1,1
existing_site_6,lot_133,4G,cell_2,1
existing_site_6,lot_133,5G,cell_2,1
existing_site_6,lot_135,4G,cell_3,1
existing_site_6,lot_135,5G,cell_3,1
existing_site_6,lot_137,4G,cell_1,1
existing_site_6,lot_137,5G,cell_1,1
existing_site_6,lot_138,4G,cell_2,1
existing_site_6,lot_138,5G,cell_2,1
existing_site_6,lot_140,4G,cell_3,1
existing_site_6,lot_140,5G,cell_3,1
existing_site_6,lot_142,4G,cell_1,1
existing_site_6,lot_142,5G,cell_1,1
existing_site_6,lot_143,4G,cell_2,1
existing_site_6,lot_143,5G,cell_2,1
existing_site_6,lot_145,4G,cell_3,1
existing_site_6,lot_145,5G,cell_3,1
existing_site_6,lot_146,4G,cell_1,1
existing_site_6,lot_146,5G,cell_1,1
existing_site_6,lot_148,4G,cell_2,1
existing_site_6,lot_148,5G,cell_2,1
existing_site_6,lot_149,4G,cell_3,1
existing_site_6,lot_149,5G,cell_3,1
existing_site_6,lot_150,4G,cell_1,1
existing_site_6,lot_150,5G,cell_1,1
existing_site_6,lot_151,4G,cell_2,1
existing_site_6,lot_151,5G,cell_2,1
existing_site_6,lot_167,4G,cell_3,1
existing_site_6,lot_167,5G,cell_3,1
existing_site_6,lot_168,4G,cell_1,1
existing_site_6,lot_168,5G,cell_1,1
existing_site_6,lot_172,4G,cell_2,1
existing_site_6,lot_172,5G,cell_2,1
existing_site_6,lot_176,4G,cell_3,1
existing_site_6,lot_176,5G,cell_3,1
existing_site_6,lot_177,4G,cell_1,1
existing_site_6,lot_177,5G,cell_1,1
existing_site_6,lot_178,4G,cell_2,1
existing_site_6,lot_178,5G,cell_2,1
existing_site_6,lot_179,4G,cell_3,1
existing_site_6,lot_179,5G,cell_3,1
existing_site_6,lot_181,4G,cell_1,1
existing_site_6,lot_181,5G,cell_1,1
existing_site_6,lot_182,4G,cell_2,1
existing_site_6,lot_182,5G,cell_2,1
existing_site_6,lot_183,4G,cell_3,1
existing_site_6,lot_183,5G,cell_3,1
existing_site_6,lot_185,4G,cell_1,1
existing_site_6,lot_185,5G,cell_1,1
existing_site_6,lot_199,4G,cell_2,1
existing_site_6,lot_199,5G,cell_2,1
existing_site_6,lot_200,4G,cell_3,1
existing_site_6,lot_200,5G,cell_3,1
existing_site_6,lot_201,4G,cell_1,1
existing_site_6,lot_201,5G,cell_1,1
existing_site_6,lot_202,4G,cell_2,1
existing_site_6,lot_202,5G,cell_2,1
existing_site_6,lot_203,4G,cell_3,1
existing_site_6,lot_203,5G,cell_3,1
existing_site_6,lot_204,4G,cell_1,1
existing_site_6,lot_204,5G,cell_1,1
existing_site_6,lot_205,4G,cell_2,1
existing_site_6,lot_205,5G,cell_2,1
existing_site_6,lot_206,4G,cell_3,1
existing_site_6,lot_206,5G,cell_3,1
existing_site_6,lot_207,4G,cell_1,1
existing_site_6,lot_207,5G,cell_1,1
existing_site_6,lot_209,4G,cell_2,1
existing_site_6,lot_209,5G,cell_2,1
existing_site_6,lot_210,4G,cell_3,1
existing_site_6,lot_210,5G,cell_3,1
existing_site_6,lot_211,4G,cell_1,1
existing_site_6,lot_211,5G,cell_1,1
existing_site_6,lot_214,4G,cell_2,1
existing_site_6,lot_214,5G,cell_2,1
existing_site_6,lot_215,4G,cell_3,1
existing_site_6,lot_215,5G,cell_3,1
existing_site_6,lot_218,4G,cell_1,1
existing_site_6,lot_218,5G,cell_1,1
